platform,category,amount,transaction_type,location,hour,is_peak,is_urban,fee,speed_seconds,success,flagged
NBC Bank,bank,41000.0,Merchant Payment,Mbeya,13,1,0,1000,33,1,0
Mixx by Yas,mobile,124200.0,Airtime/Bundles,Kigoma,11,0,0,845,20,1,0
Mixx by Yas,mobile,5600.0,Mobile Money Transfer,Mbeya,1,0,0,200,18,1,0
NMB Bank,bank,31100.0,Salary Payment,Mwanza,22,0,1,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,61200.0,Merchant Payment,Iringa,4,0,0,1500,46,1,0
Bank Transfers (TIPS/EFT),bank,17300.0,Bank Transfer,Tanga,13,1,0,1500,50,1,0
NBC Bank,bank,3600.0,Bank Transfer,Mbeya,17,1,0,1000,32,0,0
M-PESA,mobile,87500.0,Bill Payment,Mwanza,5,0,1,578,15,1,0
Mixx by Yas,mobile,249000.0,Bank Transfer,Mwanza,4,0,1,1693,20,1,0
Airtel Money,mobile,8300.0,Merchant Payment,Tanga,23,0,0,200,22,1,0
Halo-Pesa,mobile,12800.0,Bill Payment,Mbeya,18,1,0,200,28,1,0
NBC Bank,bank,10600.0,Bank Transfer,Dar es Salaam,10,0,1,1000,29,1,0
AzamPay/Selcom,aggregator,16800.0,Merchant Payment,Dodoma,6,0,0,300,20,1,0
TTCL Pesa,mobile,21700.0,Mobile Money Transfer,Tanga,9,0,0,200,26,1,0
NMB Bank,bank,7300.0,Merchant Payment,Tanga,18,1,0,1000,27,1,0
Halo-Pesa,mobile,18500.0,Bill Payment,Dar es Salaam,9,0,1,200,23,1,0
CRDB Bank,bank,14500.0,Salary Payment,Mbeya,17,1,0,1000,25,1,0
Bank Transfers (TIPS/EFT),bank,40400.0,Bank Transfer,Iringa,6,0,0,1500,47,1,0
Bank Transfers (TIPS/EFT),bank,21100.0,Bill Payment,Mbeya,23,0,0,1500,46,1,0
Airtel Money,mobile,9600.0,Mobile Money Transfer,Dodoma,20,1,0,200,22,1,0
TTCL Pesa,mobile,35900.0,Airtime/Bundles,Iringa,23,0,0,269,24,1,0
M-PESA,mobile,37000.0,Salary Payment,Iringa,23,0,0,244,15,1,0
TTCL Pesa,mobile,71600.0,Bill Payment,Kigoma,20,1,0,537,27,0,0
NBC Bank,bank,22600.0,Merchant Payment,Mbeya,9,0,0,1000,29,1,0
NMB Bank,bank,51700.0,Bank Transfer,Mwanza,9,0,1,1000,28,1,0
Airtel Money,mobile,80200.0,Salary Payment,Arusha,5,0,1,561,21,1,0
TTCL Pesa,mobile,145900.0,Salary Payment,Arusha,16,0,1,1094,26,1,0
Mixx by Yas,mobile,17600.0,Bank Transfer,Mbeya,17,1,0,200,18,1,0
CRDB Bank,bank,25100.0,Airtime/Bundles,Dodoma,10,0,0,1000,26,1,0
Mixx by Yas,mobile,6700.0,Mobile Money Transfer,Zanzibar,5,0,0,200,18,1,0
Airtel Money,mobile,34800.0,Bill Payment,Mwanza,23,0,1,244,21,1,0
Mixx by Yas,mobile,43900.0,Merchant Payment,Morogoro,23,0,0,299,20,1,0
Halo-Pesa,mobile,63700.0,Mobile Money Transfer,Zanzibar,17,1,0,459,28,1,0
NBC Bank,bank,103300.0,Airtime/Bundles,Dar es Salaam,22,0,1,1000,28,0,0
M-PESA,mobile,15400.0,Mobile Money Transfer,Dar es Salaam,16,0,1,200,17,1,0
Halo-Pesa,mobile,46800.0,Mobile Money Transfer,Iringa,9,0,0,337,24,1,0
Halo-Pesa,mobile,26600.0,Mobile Money Transfer,Kigoma,4,0,0,200,22,1,0
NBC Bank,bank,13800.0,Bank Transfer,Mbeya,6,0,0,1000,29,1,0
CRDB Bank,bank,60300.0,Bill Payment,Kigoma,23,0,0,1000,25,1,0
CRDB Bank,bank,23800.0,Salary Payment,Iringa,12,1,0,1000,27,1,0
Mixx by Yas,mobile,24400.0,Salary Payment,Dodoma,8,1,0,200,22,1,0
Airtel Money,mobile,23500.0,Airtime/Bundles,Morogoro,12,1,0,200,23,1,0
Bank Transfers (TIPS/EFT),bank,47500.0,Merchant Payment,Dodoma,6,0,0,1500,45,1,0
TTCL Pesa,mobile,11700.0,Mobile Money Transfer,Zanzibar,23,0,0,200,26,1,0
Bank Transfers (TIPS/EFT),bank,162200.0,Salary Payment,Dodoma,14,0,0,1500,47,1,0
NMB Bank,bank,25300.0,Bill Payment,Mwanza,4,0,1,1000,28,1,0
M-PESA,mobile,74900.0,Mobile Money Transfer,Tanga,2,0,0,494,16,1,0
AzamPay/Selcom,aggregator,37100.0,Airtime/Bundles,Mbeya,3,0,0,300,21,1,0
Mixx by Yas,mobile,11900.0,Bill Payment,Mwanza,13,1,1,200,20,1,0
Halo-Pesa,mobile,28100.0,Bank Transfer,Arusha,8,1,1,202,24,1,0
CRDB Bank,bank,132900.0,Merchant Payment,Morogoro,2,0,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,117700.0,Airtime/Bundles,Kigoma,11,0,0,1500,47,1,0
NBC Bank,bank,32300.0,Mobile Money Transfer,Zanzibar,20,1,0,1000,34,1,0
CRDB Bank,bank,9700.0,Salary Payment,Dar es Salaam,0,0,1,1000,27,1,0
NMB Bank,bank,65000.0,Mobile Money Transfer,Dodoma,21,0,0,1000,28,1,0
TTCL Pesa,mobile,32600.0,Salary Payment,Dar es Salaam,4,0,1,244,25,0,0
NMB Bank,bank,112500.0,Bank Transfer,Arusha,16,0,1,1000,27,1,1
Bank Transfers (TIPS/EFT),bank,10500.0,Airtime/Bundles,Mwanza,18,1,1,1500,45,1,0
Halo-Pesa,mobile,54100.0,Bank Transfer,Mbeya,7,1,0,390,26,0,0
Halo-Pesa,mobile,28700.0,Bill Payment,Zanzibar,8,1,0,207,28,1,0
TTCL Pesa,mobile,21000.0,Salary Payment,Dar es Salaam,22,0,1,200,24,1,0
Halo-Pesa,mobile,7800.0,Salary Payment,Dodoma,4,0,0,200,22,1,0
Halo-Pesa,mobile,136800.0,Merchant Payment,Dodoma,17,1,0,985,25,1,0
CRDB Bank,bank,5500.0,Bank Transfer,Mwanza,4,0,1,1000,25,1,0
NBC Bank,bank,110600.0,Salary Payment,Kigoma,16,0,0,1000,30,1,0
CRDB Bank,bank,1300.0,Salary Payment,Mbeya,13,1,0,1000,25,1,0
CRDB Bank,bank,171000.0,Bill Payment,Dodoma,13,1,0,1000,31,1,0
Airtel Money,mobile,56400.0,Bank Transfer,Zanzibar,6,0,0,395,20,1,0
TTCL Pesa,mobile,164300.0,Airtime/Bundles,Mwanza,18,1,1,1232,26,1,0
Mixx by Yas,mobile,44500.0,Bank Transfer,Mbeya,16,0,0,303,19,1,0
M-PESA,mobile,20100.0,Merchant Payment,Zanzibar,4,0,0,200,17,1,0
AzamPay/Selcom,aggregator,28900.0,Bank Transfer,Kigoma,8,1,0,300,27,1,0
Mixx by Yas,mobile,15800.0,Bank Transfer,Dodoma,9,0,0,200,19,1,0
TTCL Pesa,mobile,8800.0,Salary Payment,Arusha,5,0,1,200,25,1,0
Bank Transfers (TIPS/EFT),bank,238900.0,Salary Payment,Iringa,11,0,0,1500,46,1,0
Halo-Pesa,mobile,22800.0,Merchant Payment,Dodoma,1,0,0,200,24,1,0
NBC Bank,bank,245600.0,Mobile Money Transfer,Iringa,22,0,0,1081,30,1,0
Mixx by Yas,mobile,26100.0,Airtime/Bundles,Kigoma,17,1,0,200,19,1,0
Bank Transfers (TIPS/EFT),bank,5300.0,Merchant Payment,Tanga,9,0,0,1500,46,0,0
M-PESA,mobile,52600.0,Merchant Payment,Mwanza,11,0,1,347,17,1,0
CRDB Bank,bank,73600.0,Bill Payment,Tanga,14,0,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,12800.0,Bank Transfer,Zanzibar,2,0,0,1500,46,1,0
NMB Bank,bank,12300.0,Bill Payment,Morogoro,4,0,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,17000.0,Bank Transfer,Zanzibar,10,0,0,1500,45,1,0
Halo-Pesa,mobile,21500.0,Airtime/Bundles,Dodoma,9,0,0,200,22,1,0
Bank Transfers (TIPS/EFT),bank,5800.0,Merchant Payment,Arusha,8,1,1,1500,51,1,0
AzamPay/Selcom,aggregator,11200.0,Merchant Payment,Mbeya,4,0,0,300,20,1,0
Bank Transfers (TIPS/EFT),bank,88200.0,Bank Transfer,Zanzibar,19,1,0,1500,51,1,0
Bank Transfers (TIPS/EFT),bank,97000.0,Airtime/Bundles,Arusha,20,1,1,1500,45,1,0
NBC Bank,bank,120000.0,Bank Transfer,Tanga,10,0,0,1000,28,1,0
AzamPay/Selcom,aggregator,30200.0,Mobile Money Transfer,Arusha,21,0,1,300,21,1,0
AzamPay/Selcom,aggregator,37000.0,Bill Payment,Arusha,21,0,1,300,22,1,0
AzamPay/Selcom,aggregator,37900.0,Bank Transfer,Tanga,14,0,0,300,21,1,0
Bank Transfers (TIPS/EFT),bank,47100.0,Bank Transfer,Dodoma,9,0,0,1500,45,1,0
TTCL Pesa,mobile,189700.0,Airtime/Bundles,Arusha,3,0,1,1423,25,0,0
NMB Bank,bank,14600.0,Merchant Payment,Morogoro,13,1,0,1000,29,1,0
Mixx by Yas,mobile,159300.0,Salary Payment,Dar es Salaam,5,0,1,1083,18,1,0
NMB Bank,bank,225500.0,Airtime/Bundles,Arusha,12,1,1,1000,32,1,0
M-PESA,mobile,47100.0,Mobile Money Transfer,Iringa,9,0,0,311,15,1,0
Halo-Pesa,mobile,4700.0,Bank Transfer,Arusha,16,0,1,200,23,1,0
M-PESA,mobile,4200.0,Bill Payment,Dar es Salaam,17,1,1,200,16,1,0
Mixx by Yas,mobile,144000.0,Mobile Money Transfer,Dar es Salaam,9,0,1,979,20,1,0
Airtel Money,mobile,12800.0,Airtime/Bundles,Iringa,11,0,0,200,20,1,0
TTCL Pesa,mobile,24700.0,Bill Payment,Morogoro,10,0,0,200,25,1,0
NMB Bank,bank,4500.0,Airtime/Bundles,Tanga,1,0,0,1000,28,1,0
Halo-Pesa,mobile,23000.0,Airtime/Bundles,Dodoma,11,0,0,200,24,1,0
Bank Transfers (TIPS/EFT),bank,38400.0,Salary Payment,Iringa,8,1,0,1500,46,1,0
NBC Bank,bank,4100.0,Bank Transfer,Dar es Salaam,6,0,1,1000,30,1,0
AzamPay/Selcom,aggregator,33300.0,Airtime/Bundles,Morogoro,4,0,0,300,21,1,0
Halo-Pesa,mobile,116000.0,Merchant Payment,Kigoma,18,1,0,835,28,1,0
AzamPay/Selcom,aggregator,197200.0,Salary Payment,Zanzibar,0,0,0,1183,21,0,0
Mixx by Yas,mobile,5300.0,Airtime/Bundles,Dar es Salaam,10,0,1,200,19,1,0
Airtel Money,mobile,18900.0,Merchant Payment,Kigoma,16,0,0,200,21,1,0
CRDB Bank,bank,28700.0,Airtime/Bundles,Tanga,1,0,0,1000,26,1,0
TTCL Pesa,mobile,22700.0,Bill Payment,Mbeya,7,1,0,200,28,1,0
NMB Bank,bank,16000.0,Airtime/Bundles,Tanga,19,1,0,1000,32,1,0
Mixx by Yas,mobile,184200.0,Bill Payment,Arusha,17,1,1,1253,23,1,0
Halo-Pesa,mobile,36500.0,Bill Payment,Arusha,23,0,1,263,24,1,0
AzamPay/Selcom,aggregator,18000.0,Airtime/Bundles,Morogoro,0,0,0,300,21,1,0
CRDB Bank,bank,260000.0,Salary Payment,Mwanza,4,0,1,1040,25,1,0
Mixx by Yas,mobile,44100.0,Mobile Money Transfer,Kigoma,23,0,0,300,18,0,0
TTCL Pesa,mobile,29300.0,Bank Transfer,Iringa,19,1,0,220,26,1,0
NBC Bank,bank,21900.0,Merchant Payment,Dodoma,3,0,0,1000,29,1,0
Airtel Money,mobile,203400.0,Bank Transfer,Morogoro,6,0,0,1424,20,1,0
NBC Bank,bank,66900.0,Salary Payment,Dar es Salaam,7,1,1,1000,34,1,0
TTCL Pesa,mobile,6100.0,Airtime/Bundles,Zanzibar,4,0,0,200,24,1,0
NBC Bank,bank,7800.0,Mobile Money Transfer,Dar es Salaam,13,1,1,1000,35,1,0
CRDB Bank,bank,43300.0,Airtime/Bundles,Mbeya,15,0,0,1000,25,1,0
M-PESA,mobile,150700.0,Bank Transfer,Mbeya,2,0,0,995,17,1,0
Mixx by Yas,mobile,34200.0,Airtime/Bundles,Dodoma,1,0,0,233,19,1,0
CRDB Bank,bank,41700.0,Bank Transfer,Dodoma,11,0,0,1000,25,1,0
Halo-Pesa,mobile,45100.0,Merchant Payment,Arusha,16,0,1,325,23,1,0
AzamPay/Selcom,aggregator,8000.0,Bill Payment,Zanzibar,5,0,0,300,22,1,0
AzamPay/Selcom,aggregator,11700.0,Bill Payment,Zanzibar,18,1,0,300,23,1,0
CRDB Bank,bank,13400.0,Merchant Payment,Arusha,15,0,1,1000,25,1,0
M-PESA,mobile,89300.0,Mobile Money Transfer,Mbeya,0,0,0,589,17,1,0
CRDB Bank,bank,8600.0,Mobile Money Transfer,Iringa,18,1,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,19100.0,Salary Payment,Dar es Salaam,11,0,1,1500,45,1,0
Mixx by Yas,mobile,97800.0,Bank Transfer,Mbeya,4,0,0,665,20,1,0
TTCL Pesa,mobile,857400.0,Merchant Payment,Tanga,1,0,0,6430,26,1,0
Mixx by Yas,mobile,16400.0,Bill Payment,Morogoro,21,0,0,200,18,1,0
NMB Bank,bank,18200.0,Bill Payment,Mwanza,19,1,1,1000,30,1,0
NMB Bank,bank,136000.0,Merchant Payment,Zanzibar,0,0,0,1000,28,1,0
CRDB Bank,bank,26600.0,Mobile Money Transfer,Kigoma,2,0,0,1000,25,1,0
M-PESA,mobile,288200.0,Salary Payment,Mbeya,0,0,0,1902,15,1,0
Airtel Money,mobile,19100.0,Bill Payment,Morogoro,0,0,0,200,20,1,0
Halo-Pesa,mobile,99900.0,Merchant Payment,Arusha,9,0,1,719,22,1,0
Airtel Money,mobile,331200.0,Mobile Money Transfer,Morogoro,14,0,0,2318,21,0,0
Bank Transfers (TIPS/EFT),bank,116400.0,Salary Payment,Tanga,13,1,0,1500,48,1,0
TTCL Pesa,mobile,39800.0,Salary Payment,Tanga,15,0,0,298,25,1,0
CRDB Bank,bank,10400.0,Salary Payment,Dodoma,12,1,0,1000,29,1,0
AzamPay/Selcom,aggregator,187600.0,Merchant Payment,Kigoma,0,0,0,1126,22,0,1
Airtel Money,mobile,24200.0,Bank Transfer,Dar es Salaam,4,0,1,200,21,1,0
Halo-Pesa,mobile,8000.0,Airtime/Bundles,Morogoro,4,0,0,200,24,1,0
TTCL Pesa,mobile,16100.0,Airtime/Bundles,Dar es Salaam,21,0,1,200,24,0,0
Airtel Money,mobile,13400.0,Airtime/Bundles,Tanga,6,0,0,200,20,1,0
Bank Transfers (TIPS/EFT),bank,36200.0,Salary Payment,Dodoma,2,0,0,1500,47,1,0
Airtel Money,mobile,60200.0,Bill Payment,Morogoro,0,0,0,421,22,0,0
CRDB Bank,bank,39900.0,Salary Payment,Morogoro,8,1,0,1000,27,1,0
Mixx by Yas,mobile,22200.0,Bill Payment,Arusha,3,0,1,200,18,1,0
NMB Bank,bank,20300.0,Merchant Payment,Zanzibar,14,0,0,1000,29,1,0
NBC Bank,bank,326800.0,Bank Transfer,Zanzibar,5,0,0,1438,28,1,0
NMB Bank,bank,16800.0,Salary Payment,Kigoma,3,0,0,1000,27,1,0
AzamPay/Selcom,aggregator,14800.0,Bank Transfer,Kigoma,23,0,0,300,21,1,0
Mixx by Yas,mobile,4400.0,Mobile Money Transfer,Dar es Salaam,9,0,1,200,20,1,0
NBC Bank,bank,25500.0,Airtime/Bundles,Mwanza,21,0,1,1000,30,1,0
NBC Bank,bank,147700.0,Merchant Payment,Dar es Salaam,13,1,1,1000,30,1,0
Airtel Money,mobile,68700.0,Bank Transfer,Mbeya,3,0,0,481,21,1,0
Halo-Pesa,mobile,52300.0,Bill Payment,Dar es Salaam,8,1,1,377,24,0,0
NBC Bank,bank,34900.0,Bank Transfer,Mwanza,4,0,1,1000,30,1,0
NBC Bank,bank,53200.0,Bill Payment,Zanzibar,5,0,0,1000,30,1,0
NBC Bank,bank,32600.0,Merchant Payment,Mbeya,2,0,0,1000,30,1,0
TTCL Pesa,mobile,200100.0,Merchant Payment,Dodoma,20,1,0,1501,25,1,0
Airtel Money,mobile,33800.0,Merchant Payment,Mwanza,8,1,1,237,21,1,0
NBC Bank,bank,97100.0,Merchant Payment,Dar es Salaam,12,1,1,1000,35,1,0
M-PESA,mobile,20800.0,Salary Payment,Dar es Salaam,14,0,1,200,15,1,0
Airtel Money,mobile,23800.0,Merchant Payment,Zanzibar,19,1,0,200,26,1,0
NBC Bank,bank,57200.0,Bank Transfer,Mwanza,20,1,1,1000,29,1,0
TTCL Pesa,mobile,58800.0,Merchant Payment,Dar es Salaam,7,1,1,441,27,0,0
M-PESA,mobile,50400.0,Salary Payment,Arusha,15,0,1,333,16,1,0
Airtel Money,mobile,65100.0,Merchant Payment,Mwanza,16,0,1,456,20,1,0
TTCL Pesa,mobile,12500.0,Bank Transfer,Zanzibar,16,0,0,200,26,1,0
Halo-Pesa,mobile,105500.0,Airtime/Bundles,Mbeya,1,0,0,760,22,1,0
NMB Bank,bank,9300.0,Airtime/Bundles,Dodoma,10,0,0,1000,27,1,0
NBC Bank,bank,46100.0,Bank Transfer,Kigoma,13,1,0,1000,28,1,0
CRDB Bank,bank,438900.0,Merchant Payment,Dar es Salaam,1,0,1,1756,25,1,0
NBC Bank,bank,166200.0,Merchant Payment,Dodoma,8,1,0,1000,28,1,0
Halo-Pesa,mobile,9600.0,Merchant Payment,Dar es Salaam,1,0,1,200,24,1,0
Bank Transfers (TIPS/EFT),bank,12300.0,Salary Payment,Dodoma,1,0,0,1500,47,1,0
M-PESA,mobile,325000.0,Merchant Payment,Kigoma,14,0,0,2145,16,1,0
Bank Transfers (TIPS/EFT),bank,10700.0,Bill Payment,Dar es Salaam,3,0,1,1500,47,1,0
NMB Bank,bank,42500.0,Salary Payment,Kigoma,11,0,0,1000,29,1,0
NBC Bank,bank,92500.0,Mobile Money Transfer,Dodoma,13,1,0,1000,30,1,0
TTCL Pesa,mobile,54200.0,Airtime/Bundles,Zanzibar,9,0,0,406,25,1,0
Bank Transfers (TIPS/EFT),bank,34500.0,Merchant Payment,Iringa,19,1,0,1500,52,1,0
M-PESA,mobile,17200.0,Mobile Money Transfer,Arusha,2,0,1,200,17,1,0
NBC Bank,bank,387200.0,Airtime/Bundles,Dodoma,20,1,0,1704,33,1,0
M-PESA,mobile,56800.0,Merchant Payment,Morogoro,19,1,0,375,21,1,0
AzamPay/Selcom,aggregator,12200.0,Bill Payment,Dodoma,7,1,0,300,25,1,0
Airtel Money,mobile,6300.0,Bank Transfer,Morogoro,3,0,0,200,20,1,0
Halo-Pesa,mobile,16800.0,Bank Transfer,Kigoma,22,0,0,200,23,1,0
AzamPay/Selcom,aggregator,83000.0,Bank Transfer,Arusha,19,1,1,498,24,1,0
CRDB Bank,bank,44900.0,Salary Payment,Mbeya,16,0,0,1000,25,1,0
Mixx by Yas,mobile,83100.0,Bank Transfer,Dar es Salaam,1,0,1,565,20,1,0
Halo-Pesa,mobile,6600.0,Bill Payment,Dodoma,23,0,0,200,24,1,0
Halo-Pesa,mobile,28300.0,Bank Transfer,Tanga,17,1,0,204,25,1,0
CRDB Bank,bank,136700.0,Salary Payment,Dodoma,15,0,0,1000,26,1,0
Airtel Money,mobile,38200.0,Merchant Payment,Dar es Salaam,15,0,1,267,21,1,0
Halo-Pesa,mobile,7500.0,Airtime/Bundles,Morogoro,13,1,0,200,25,0,0
Bank Transfers (TIPS/EFT),bank,4000.0,Bill Payment,Dodoma,0,0,0,1500,47,1,0
Bank Transfers (TIPS/EFT),bank,7600.0,Bill Payment,Dar es Salaam,22,0,1,1500,45,1,0
Airtel Money,mobile,20300.0,Salary Payment,Morogoro,13,1,0,200,21,1,0
NBC Bank,bank,138200.0,Mobile Money Transfer,Dar es Salaam,18,1,1,1000,30,1,0
Airtel Money,mobile,7200.0,Airtime/Bundles,Arusha,20,1,1,200,24,1,0
Mixx by Yas,mobile,115800.0,Bill Payment,Arusha,16,0,1,787,18,1,0
Halo-Pesa,mobile,41300.0,Bank Transfer,Kigoma,7,1,0,297,24,1,0
Airtel Money,mobile,1300.0,Airtime/Bundles,Morogoro,10,0,0,200,22,1,0
Halo-Pesa,mobile,23100.0,Bill Payment,Morogoro,2,0,0,200,22,1,0
Halo-Pesa,mobile,22500.0,Salary Payment,Mbeya,13,1,0,200,27,1,0
Mixx by Yas,mobile,7100.0,Bank Transfer,Dodoma,7,1,0,200,21,1,0
Airtel Money,mobile,20100.0,Mobile Money Transfer,Kigoma,12,1,0,200,20,1,0
NBC Bank,bank,43600.0,Bill Payment,Tanga,21,0,0,1000,28,1,0
AzamPay/Selcom,aggregator,67500.0,Bank Transfer,Morogoro,12,1,0,405,21,1,0
CRDB Bank,bank,29500.0,Bill Payment,Kigoma,3,0,0,1000,25,1,0
NBC Bank,bank,141800.0,Salary Payment,Dar es Salaam,17,1,1,1000,28,1,0
CRDB Bank,bank,51100.0,Salary Payment,Mbeya,21,0,0,1000,26,1,0
Mixx by Yas,mobile,34800.0,Airtime/Bundles,Dodoma,18,1,0,237,23,1,0
TTCL Pesa,mobile,9900.0,Merchant Payment,Mbeya,14,0,0,200,24,1,0
AzamPay/Selcom,aggregator,6200.0,Merchant Payment,Tanga,2,0,0,300,21,1,0
AzamPay/Selcom,aggregator,60100.0,Salary Payment,Mbeya,19,1,0,361,23,1,0
Mixx by Yas,mobile,164700.0,Mobile Money Transfer,Morogoro,23,0,0,1120,18,1,0
Halo-Pesa,mobile,11900.0,Merchant Payment,Dar es Salaam,0,0,1,200,22,1,0
NMB Bank,bank,42200.0,Merchant Payment,Mwanza,22,0,1,1000,29,1,1
M-PESA,mobile,76900.0,Mobile Money Transfer,Tanga,18,1,0,508,15,1,0
NBC Bank,bank,346000.0,Bill Payment,Zanzibar,8,1,0,1522,28,1,0
M-PESA,mobile,19700.0,Bank Transfer,Mbeya,7,1,0,200,21,1,0
CRDB Bank,bank,74700.0,Bill Payment,Morogoro,16,0,0,1000,26,1,0
Mixx by Yas,mobile,15400.0,Bank Transfer,Mwanza,16,0,1,200,18,1,0
NBC Bank,bank,23400.0,Merchant Payment,Zanzibar,18,1,0,1000,29,1,0
Halo-Pesa,mobile,23600.0,Mobile Money Transfer,Arusha,17,1,1,200,29,1,0
TTCL Pesa,mobile,158600.0,Bill Payment,Dar es Salaam,14,0,1,1190,25,1,0
TTCL Pesa,mobile,57400.0,Airtime/Bundles,Mbeya,6,0,0,430,24,1,0
Bank Transfers (TIPS/EFT),bank,24100.0,Salary Payment,Zanzibar,21,0,0,1500,46,1,0
CRDB Bank,bank,365900.0,Bank Transfer,Kigoma,2,0,0,1464,27,1,0
Airtel Money,mobile,24500.0,Bill Payment,Kigoma,23,0,0,200,21,1,0
M-PESA,mobile,372900.0,Mobile Money Transfer,Arusha,19,1,1,2461,16,1,0
Halo-Pesa,mobile,27600.0,Airtime/Bundles,Morogoro,12,1,0,200,29,1,0
TTCL Pesa,mobile,432200.0,Bill Payment,Dodoma,2,0,0,3242,24,1,0
Halo-Pesa,mobile,25200.0,Merchant Payment,Arusha,0,0,1,200,24,0,0
TTCL Pesa,mobile,142300.0,Bank Transfer,Tanga,12,1,0,1067,26,1,0
AzamPay/Selcom,aggregator,103700.0,Mobile Money Transfer,Mbeya,13,1,0,622,26,1,0
Mixx by Yas,mobile,11500.0,Merchant Payment,Arusha,7,1,1,200,23,1,0
NBC Bank,bank,132600.0,Mobile Money Transfer,Zanzibar,15,0,0,1000,30,1,0
AzamPay/Selcom,aggregator,44100.0,Airtime/Bundles,Dodoma,11,0,0,300,20,1,0
Halo-Pesa,mobile,67000.0,Bill Payment,Dar es Salaam,6,0,1,482,22,1,0
Halo-Pesa,mobile,25200.0,Salary Payment,Tanga,6,0,0,200,23,1,0
Bank Transfers (TIPS/EFT),bank,38100.0,Bank Transfer,Dodoma,5,0,0,1500,45,1,0
Halo-Pesa,mobile,5700.0,Merchant Payment,Dar es Salaam,21,0,1,200,23,1,0
Airtel Money,mobile,63900.0,Merchant Payment,Iringa,12,1,0,447,24,1,0
TTCL Pesa,mobile,55400.0,Airtime/Bundles,Zanzibar,21,0,0,416,24,1,0
Airtel Money,mobile,127900.0,Bank Transfer,Morogoro,18,1,0,895,23,1,0
M-PESA,mobile,110400.0,Merchant Payment,Morogoro,12,1,0,729,20,1,0
Airtel Money,mobile,85900.0,Airtime/Bundles,Zanzibar,6,0,0,601,21,1,0
NBC Bank,bank,8700.0,Merchant Payment,Iringa,7,1,0,1000,32,1,0
Airtel Money,mobile,33300.0,Bank Transfer,Dar es Salaam,5,0,1,233,20,1,0
Halo-Pesa,mobile,78700.0,Merchant Payment,Mwanza,5,0,1,567,24,1,0
Halo-Pesa,mobile,10600.0,Airtime/Bundles,Arusha,0,0,1,200,23,1,0
Bank Transfers (TIPS/EFT),bank,62200.0,Bank Transfer,Kigoma,1,0,0,1500,47,1,0
TTCL Pesa,mobile,193900.0,Airtime/Bundles,Dar es Salaam,14,0,1,1454,25,1,0
NMB Bank,bank,5000.0,Mobile Money Transfer,Tanga,2,0,0,1000,27,1,0
Mixx by Yas,mobile,18100.0,Bill Payment,Dar es Salaam,0,0,1,200,19,1,0
Bank Transfers (TIPS/EFT),bank,15700.0,Airtime/Bundles,Dar es Salaam,3,0,1,1500,47,1,0
NBC Bank,bank,128300.0,Merchant Payment,Zanzibar,22,0,0,1000,30,1,0
Halo-Pesa,mobile,86900.0,Airtime/Bundles,Kigoma,22,0,0,626,24,1,0
AzamPay/Selcom,aggregator,26500.0,Airtime/Bundles,Kigoma,18,1,0,300,26,1,0
Airtel Money,mobile,16700.0,Airtime/Bundles,Arusha,21,0,1,200,22,1,0
Bank Transfers (TIPS/EFT),bank,38600.0,Bill Payment,Zanzibar,23,0,0,1500,47,1,0
M-PESA,mobile,27500.0,Salary Payment,Dar es Salaam,2,0,1,200,17,1,0
Halo-Pesa,mobile,21700.0,Salary Payment,Dar es Salaam,17,1,1,200,26,1,0
Halo-Pesa,mobile,42800.0,Bill Payment,Arusha,6,0,1,308,23,1,0
Halo-Pesa,mobile,387800.0,Merchant Payment,Arusha,19,1,1,2792,22,1,0
Mixx by Yas,mobile,42800.0,Bank Transfer,Tanga,22,0,0,291,19,1,0
NBC Bank,bank,849000.0,Bill Payment,Zanzibar,14,0,0,3736,28,1,0
TTCL Pesa,mobile,14100.0,Salary Payment,Mbeya,5,0,0,200,25,1,0
Airtel Money,mobile,12500.0,Bank Transfer,Tanga,0,0,0,200,20,1,0
Airtel Money,mobile,30600.0,Bank Transfer,Morogoro,15,0,0,214,20,1,0
M-PESA,mobile,14200.0,Mobile Money Transfer,Mwanza,12,1,1,200,16,1,0
NBC Bank,bank,83800.0,Bank Transfer,Arusha,19,1,1,1000,29,1,0
M-PESA,mobile,77600.0,Merchant Payment,Mwanza,23,0,1,512,16,1,0
NMB Bank,bank,39500.0,Airtime/Bundles,Dodoma,12,1,0,1000,29,1,0
Mixx by Yas,mobile,5400.0,Airtime/Bundles,Iringa,15,0,0,200,19,1,0
CRDB Bank,bank,106900.0,Bill Payment,Dar es Salaam,10,0,1,1000,26,1,0
Mixx by Yas,mobile,90200.0,Salary Payment,Tanga,12,1,0,613,23,1,0
CRDB Bank,bank,21300.0,Merchant Payment,Morogoro,10,0,0,1000,26,1,0
NMB Bank,bank,110200.0,Bill Payment,Kigoma,3,0,0,1000,28,1,0
AzamPay/Selcom,aggregator,69900.0,Mobile Money Transfer,Dar es Salaam,8,1,1,419,20,1,0
Mixx by Yas,mobile,3800.0,Airtime/Bundles,Mbeya,3,0,0,200,19,1,0
